lei,titulo,capitulo,artigo,path,texto
D10024,TITULO_0,CAPITULO_II,artigo_8.txt,D10024/TITULO_0/capitulos/CAPITULO_II/artigos/artigo_8.txt,"Art. 8º O processo relativo ao pregão, na forma eletrônica, será instruído com os seguintes documentos, no
mínimo:
I - estudo técnico preliminar, quando necessário;
II - termo de referência;
III - planilha estimativa de despesa;
IV - previsão dos recursos orçamentários necessários, com a indicação das rubricas, exceto na hipótese de
pregão para registro de preços;
V - autorização de abertura da licitação;
VI - designação do pregoeiro e da equipe de apoio;
VII - edital e respectivos anexos;
VIII - minuta do termo do contrato, ou instrumento equivalente, ou minuta da ata de registro de preços, conforme
o caso;
IX - parecer jurídico;
X - documentação exigida e apresentada para a habilitação;
XI- proposta de preços do licitante;
XII - ata da sessão pública, que conterá os seguintes registros, entre outros:
a) os licitantes participantes;
b) as propostas apresentadas;
c) os avisos, os esclarecimentos e as impugnações;
d) os lances ofertados, na ordem de classificação;
e) a suspensão e o reinício da sessão, se for o caso;
f) a aceitabilidade da proposta de preço;
g) a habilitação;
h) a decisão sobre o saneamento de erros ou falhas na proposta ou na documentação;
i) os recursos interpostos, as respectivas análises e as decisões; e
j) o resultado da licitação;
XIII - comprovantes das publicações:
a) do aviso do edital;
b) do extrato do contrato; e
c) dos demais atos cuja publicidade seja exigida; e
XIV - ato de homologação.
[[PARAGRAPH: §1]]
§ 1º A instrução do processo licitatório poderá ser realizada por meio de sistema eletrônico, de modo que os
atos e os documentos de que trata este artigo, constantes dos arquivos e registros digitais, serão válidos para todos
os efeitos legais, inclusive para comprovação e prestação de contas.
[[PARAGRAPH: §2]]
§ 2º A ata da sessão pública será disponibilizada na internet imediatamente após o seu encerramento, para
acesso livre."
D10024,TITULO_0,CAPITULO_III,artigo_0.txt,D10024/TITULO_0/capitulos/CAPITULO_III/artigos/artigo_0.txt,"DO ACESSO AO SISTEMA ELETRÔNICO
Credenciamento"
D10024,TITULO_0,CAPITULO_III,artigo_10.txt,D10024/TITULO_0/capitulos/CAPITULO_III/artigos/artigo_10.txt,"Art. 10. Na hipótese de pregão promovido por órgão ou entidade integrante do Sisg, o credenciamento do
licitante e sua manutenção dependerão de registro prévio e atualizado no Sicaf."
D10024,TITULO_0,CAPITULO_III,artigo_11.txt,D10024/TITULO_0/capitulos/CAPITULO_III/artigos/artigo_11.txt,"Art. 11. O credenciamento no Sicaf permite a participação dos interessados em qualquer pregão, na forma
eletrônica, exceto quando o seu cadastro no Sicaf tenha sido inativado ou excluído por solicitação do credenciado ou
por determinação legal."
D10024,TITULO_0,CAPITULO_III,artigo_9.txt,D10024/TITULO_0/capitulos/CAPITULO_III/artigos/artigo_9.txt,"Art. 9º A autoridade competente do órgão ou da entidade promotora da licitação, o pregoeiro, os membros da
equipe de apoio e os licitantes que participarem do pregão, na forma eletrônica, serão previamente credenciados,
perante o provedor do sistema eletrônico.
[[PARAGRAPH: §1]]
§ 1º O credenciamento para acesso ao sistema ocorrerá pela atribuição de chave de identificação e de senha
pessoal e intransferível.
[[PARAGRAPH: §2]]
§ 2º Caberá à autoridade competente do órgão ou da entidade promotora da licitação solicitar, junto ao
provedor do sistema, o seu credenciamento, o do pregoeiro e o dos membros da equipe de apoio.
Licitante"
D10024,TITULO_0,CAPITULO_IV,artigo_0.txt,D10024/TITULO_0/capitulos/CAPITULO_IV/artigos/artigo_0.txt,"DA CONDUÇÃO DO PROCESSO
Órgão ou entidade promotora da licitação"
D10024,TITULO_0,CAPITULO_IV,artigo_12.txt,D10024/TITULO_0/capitulos/CAPITULO_IV/artigos/artigo_12.txt,"Art. 12. O pregão, na forma eletrônica, será conduzido pelo órgão ou pela entidade promotora da licitação, com
apoio técnico e operacional do órgão central do Sisg, que atuará como provedor do Sistema de Compras do Governo
federal para os órgãos e entidades integrantes do Sisg.
Autoridade competente"
D10024,TITULO_0,CAPITULO_IV,artigo_13.txt,D10024/TITULO_0/capitulos/CAPITULO_IV/artigos/artigo_13.txt,"Art. 13. Caberá à autoridade competente, de acordo com as atribuições previstas no regimento ou no estatuto
do órgão ou da entidade promotora da licitação:
I - designar o pregoeiro e os membros da equipe de apoio;
II - indicar o provedor do sistema;
III - determinar a abertura do processo licitatório;
IV - decidir os recursos contra os atos do pregoeiro, quando este mantiver sua decisão;
V - adjudicar o objeto da licitação, quando houver recurso;
VI - homologar o resultado da licitação; e
VII - celebrar o contrato ou assinar a ata de registro de preços."
D10024,TITULO_0,CAPITULO_IX,artigo_0.txt,D10024/TITULO_0/capitulos/CAPITULO_IX/artigos/artigo_0.txt,"DO JULGAMENTO
Negociação da proposta"
D10024,TITULO_0,CAPITULO_IX,artigo_38.txt,D10024/TITULO_0/capitulos/CAPITULO_IX/artigos/artigo_38.txt,"Art. 38. Encerrada a etapa de envio de lances da sessão pública, o pregoeiro deverá encaminhar, pelo sistema
eletrônico, contraproposta ao licitante que tenha apresentado o melhor preço, para que seja obtida melhor proposta,
vedada a negociação em condições diferentes das previstas no edital.
[[PARAGRAPH: §1]]
§ 1º A negociação será realizada por meio do sistema e poderá ser acompanhada pelos demais licitantes.
[[PARAGRAPH: §2]]
§ 2º O instrumento convocatório deverá estabelecer prazo de, no mínimo, duas horas, contado da solicitação
do pregoeiro no sistema, para envio da proposta e, se necessário, dos documentos complementares, adequada ao
último lance ofertado após a negociação de que trata o caput.
Julgamento da proposta"
D10024,TITULO_0,CAPITULO_IX,artigo_39.txt,D10024/TITULO_0/capitulos/CAPITULO_IX/artigos/artigo_39.txt,"Art. 39. Encerrada a etapa de negociação de que trata o art. 38, o pregoeiro examinará a proposta classificada
em primeiro lugar quanto à adequação ao objeto e à compatibilidade do preço em relação ao máximo estipulado para
contratação no edital, observado o disposto no parágrafo único do art. 7º e no § 9º do art. 26, e verificará a habilitação
do licitante conforme disposições do edital, observado o disposto no Capítulo X."
D10024,TITULO_0,CAPITULO_V,artigo_0.txt,D10024/TITULO_0/capitulos/CAPITULO_V/artigos/artigo_0.txt,"DO PLANEJAMENTO DA CONTRATAÇÃO
Orientações gerais"
D10024,TITULO_0,CAPITULO_V,artigo_14.txt,D10024/TITULO_0/capitulos/CAPITULO_V/artigos/artigo_14.txt,"Art. 14. No planejamento do pregão, na forma eletrônica, será observado o seguinte:
I - elaboração do estudo técnico preliminar e do termo de referência;
II - aprovação do estudo técnico preliminar e do termo de referência pela autoridade competente ou por quem
esta delegar;
III - elaboração do edital, que estabelecerá os critérios de julgamento e a aceitação das propostas, o modo de
disputa e, quando necessário, o intervalo mínimo de diferença de valores ou de percentuais entre os lances, que
incidirá tanto em relação aos lances intermediários quanto em relação ao lance que cobrir a melhor oferta;
IV - definição das exigências de habilitação, das sanções aplicáveis, dos prazos e das condições que, pelas
suas particularidades, sejam consideradas relevantes para a celebração e a execução do contrato e o atendimento
das necessidades da administração pública; e
V - designação do pregoeiro e de sua equipe de apoio.
Valor estimado ou valor máximo aceitável"
D10024,TITULO_0,CAPITULO_V,artigo_15.txt,D10024/TITULO_0/capitulos/CAPITULO_V/artigos/artigo_15.txt,"Art. 15. O valor estimado ou o valor máximo aceitável para a contratação, se não constar expressamente do
edital, possuirá caráter sigiloso e será disponibilizado exclusiva e permanentemente aos órgãos de controle externo e
interno.
[[PARAGRAPH: §1]]
§ 1º O caráter sigiloso do valor estimado ou do valor máximo aceitável para a contratação será fundamentado
no § 3º do art. 7º da Lei nº 12.527, de 18 de novembro de 2011, e no art. 20 do Decreto nº 7.724, de 16 de maio de
2012.
[[PARAGRAPH: §2]]
§ 2º Para fins do disposto no caput, o valor estimado ou o valor máximo aceitável para a contratação será
tornado público apenas e imediatamente após o encerramento do envio de lances, sem prejuízo da divulgação do
detalhamento dos quantitativos e das demais informações necessárias à elaboração das propostas.
[[PARAGRAPH: §3]]
§ 3º Nas hipóteses em que for adotado o critério de julgamento pelo maior desconto, o valor estimado, o valor
máximo aceitável ou o valor de referência para aplicação do desconto constará obrigatoriamente do instrumento
convocatório.
Designações do pregoeiro e da equipe de apoio"
D10024,TITULO_0,CAPITULO_V,artigo_16.txt,D10024/TITULO_0/capitulos/CAPITULO_V/artigos/artigo_16.txt,"Art. 16. Caberá à autoridade máxima do órgão ou da entidade, ou a quem possuir a competência, designar
agentes públicos para o desempenho das funções deste Decreto, observados os seguintes requisitos:
I - o pregoeiro e os membros da equipe de apoio serão servidores do órgão ou da entidade promotora da
licitação; e
II - os membros da equipe de apoio serão, em sua maioria, servidores ocupantes de cargo efetivo,
preferencialmente pertencentes aos quadros permanentes do órgão ou da entidade promotora da licitação.
[[PARAGRAPH: §1]]
§ 1º No âmbito do Ministério da Defesa, as funções de pregoeiro e de membro da equipe de apoio poderão ser
desempenhadas por militares.
[[PARAGRAPH: §2]]
§ 2º A critério da autoridade competente, o pregoeiro e os membros da equipe de apoio poderão ser
designados para uma licitação específica, para um período determinado, admitidas reconduções, ou por período
indeterminado, permitida a revogação da designação a qualquer tempo.
[[PARAGRAPH: §3]]
§ 3º Os órgãos e as entidades de que trata o § 1º do art. 1º estabelecerão planos de capacitação que
contenham iniciativas de treinamento para a formação e a atualização técnica de pregoeiros, membros da equipe de
apoio e demais agentes encarregados da instrução do processo licitatório, a serem implementadas com base em
gestão por competências.
Do pregoeiro"
D10024,TITULO_0,CAPITULO_V,artigo_17.txt,D10024/TITULO_0/capitulos/CAPITULO_V/artigos/artigo_17.txt,"Art. 17. Caberá ao pregoeiro, em especial:
I - conduzir a sessão pública;
II - receber, examinar e decidir as impugnações e os pedidos de esclarecimentos ao edital e aos anexos, além
de poder requisitar subsídios formais aos responsáveis pela elaboração desses documentos;
III - verificar a conformidade da proposta em relação aos requisitos estabelecidos no edital;
IV - coordenar a sessão pública e o envio de lances;
V - verificar e julgar as condições de habilitação;
VI - sanear erros ou falhas que não alterem a substância das propostas, dos documentos de habilitação e sua
validade jurídica;
VII - receber, examinar e decidir os recursos e encaminhá-los à autoridade competente quando mantiver sua
decisão;
VIII - indicar o vencedor do certame;
IX - adjudicar o objeto, quando não houver recurso;
X - conduzir os trabalhos da equipe de apoio; e
XI - encaminhar o processo devidamente instruído à autoridade competente e propor a sua homologação.
Parágrafo único. O pregoeiro poderá solicitar manifestação técnica da assessoria jurídica ou de outros setores
do órgão ou da entidade, a fim de subsidiar sua decisão.
Da equipe de apoio"
D10024,TITULO_0,CAPITULO_V,artigo_18.txt,D10024/TITULO_0/capitulos/CAPITULO_V/artigos/artigo_18.txt,"Art. 18. Caberá à equipe de apoio auxiliar o pregoeiro nas etapas do processo licitatório.
Do licitante"
D10024,TITULO_0,CAPITULO_V,artigo_19.txt,D10024/TITULO_0/capitulos/CAPITULO_V/artigos/artigo_19.txt,"Art. 19. Caberá ao licitante interessado em participar do pregão, na forma eletrônica:
I - credenciar-se previamente no Sicaf ou, na hipótese de que trata o §2º do art. 5º, no sistema eletrônico
utilizado no certame;
II - remeter, no prazo estabelecido, exclusivamente via sistema, os documentos de habilitação e a proposta e,
quando necessário, os documentos complementares;
III - responsabilizar-se formalmente pelas transações efetuadas em seu nome, assumir como firmes e
verdadeiras suas propostas e seus lances, inclusive os atos praticados diretamente ou por seu representante,
excluída a responsabilidade do provedor do sistema ou do órgão ou entidade promotora da licitação por eventuais
danos decorrentes de uso indevido da senha, ainda que por terceiros;
IV - acompanhar as operações no sistema eletrônico durante o processo licitatório e responsabilizar-se pelo
ônus decorrente da perda de negócios diante da inobservância de mensagens emitidas pelo sistema ou de sua
desconexão;
V - comunicar imediatamente ao provedor do sistema qualquer acontecimento que possa comprometer o sigilo
ou a inviabilidade do uso da senha, para imediato bloqueio de acesso;
VI - utilizar a chave de identificação e a senha de acesso para participar do pregão na forma eletrônica; e
VII - solicitar o cancelamento da chave de identificação ou da senha de acesso por interesse próprio.
Parágrafo único. O fornecedor descredenciado no Sicaf terá sua chave de identificação e senha suspensas
automaticamente."
D10024,TITULO_0,CAPITULO_VI,artigo_0.txt,D10024/TITULO_0/capitulos/CAPITULO_VI/artigos/artigo_0.txt,"DA PUBLICAÇÃO DO AVISO DO EDITAL
Publicação"
D10024,TITULO_0,CAPITULO_VI,artigo_20.txt,D10024/TITULO_0/capitulos/CAPITULO_VI/artigos/artigo_20.txt,"Art. 20. A fase externa do pregão, na forma eletrônica, será iniciada com a convocação dos interessados por
meio da publicação do aviso do edital no Diário Oficial da União e no sítio eletrônico oficial do órgão ou da entidade
promotora da licitação.
Parágrafo único. Na hipótese de que trata o § 3º do art. 1º, a publicação ocorrerá na imprensa oficial do
respectivo Estado, do Distrito Federal ou do Município e no sítio eletrônico oficial do órgão ou da entidade promotora
da licitação.
Edital"
D10024,TITULO_0,CAPITULO_VI,artigo_21.txt,D10024/TITULO_0/capitulos/CAPITULO_VI/artigos/artigo_21.txt,"Art. 21. Os órgãos ou as entidades integrantes do Sisg e aqueles que aderirem ao Sistema Compras do
Governo federal disponibilizarão a íntegra do edital no endereço eletrônico www.comprasgovernamentais.gov.br e no
sítio eletrônico do órgão ou da entidade promotora do pregão.
Parágrafo único. Na hipótese do § 2º do art. 5º, o edital será disponibilizado na íntegra no sítio eletrônico do
órgão ou da entidade promotora do pregão e no portal do sistema utilizado para a realização do pregão.
Modificação do edital"
D10024,TITULO_0,CAPITULO_VI,artigo_22.txt,D10024/TITULO_0/capitulos/CAPITULO_VI/artigos/artigo_22.txt,"Art. 22. Modificações no edital serão divulgadas pelo mesmo instrumento de publicação utilizado para
divulgação do texto original e o prazo inicialmente estabelecido será reaberto, exceto se, inquestionavelmente, a
alteração não afetar a formulação das propostas, resguardado o tratamento isonômico aos licitantes.
Esclarecimentos"
D10024,TITULO_0,CAPITULO_VI,artigo_23.txt,D10024/TITULO_0/capitulos/CAPITULO_VI/artigos/artigo_23.txt,"Art. 23. Os pedidos de esclarecimentos referentes ao processo licitatório serão enviados ao pregoeiro, até três
dias úteis anteriores à data fixada para abertura da sessão pública, por meio eletrônico, na forma do edital.
[[PARAGRAPH: §1]]
§ 1º O pregoeiro responderá aos pedidos de esclarecimentos no prazo de dois dias úteis, contado da data de
recebimento do pedido, e poderá requisitar subsídios formais aos responsáveis pela elaboração do edital e dos
anexos.
[[PARAGRAPH: §2]]
§ 2º As respostas aos pedidos de esclarecimentos serão divulgadas pelo sistema e vincularão os participantes
e a administração.
Impugnação"
D10024,TITULO_0,CAPITULO_VI,artigo_24.txt,D10024/TITULO_0/capitulos/CAPITULO_VI/artigos/artigo_24.txt,"Art. 24. Qualquer pessoa poderá impugnar os termos do edital do pregão, por meio eletrônico, na forma
prevista no edital, até três dias úteis anteriores à data fixada para abertura da sessão pública.
[[PARAGRAPH: §1]]
§ 1º A impugnação não possui efeito suspensivo e caberá ao pregoeiro, auxiliado pelos responsáveis pela
elaboração do edital e dos anexos, decidir sobre a impugnação no prazo de dois dias úteis, contado do data de
recebimento da impugnação.
[[PARAGRAPH: §2]]
§ 2º A concessão de efeito suspensivo à impugnação é medida excepcional e deverá ser motivada pelo
pregoeiro, nos autos do processo de licitação.
[[PARAGRAPH: §3]]
§ 3º Acolhida a impugnação contra o edital, será definida e publicada nova data para realização do certame."
D10024,TITULO_0,CAPITULO_VII,artigo_0.txt,D10024/TITULO_0/capitulos/CAPITULO_VII/artigos/artigo_0.txt,"DA APRESENTAÇÃO DA PROPOSTA E DOS DOCUMENTOS DE HABILITAÇÃO
Prazo"
D10024,TITULO_0,CAPITULO_VII,artigo_25.txt,D10024/TITULO_0/capitulos/CAPITULO_VII/artigos/artigo_25.txt,"Art. 25. O prazo fixado para a apresentação das propostas e dos documentos de habilitação não será inferior a
oito dias úteis, contado da data de publicação do aviso do edital.
Apresentação da proposta e dos documentos de habilitação pelo licitante"
D10024,TITULO_0,CAPITULO_VII,artigo_26.txt,D10024/TITULO_0/capitulos/CAPITULO_VII/artigos/artigo_26.txt,"Art. 26. Após a divulgação do edital no sítio eletrônico, os licitantes encaminharão, exclusivamente por meio do
sistema, concomitantemente com os documentos de habilitação exigidos no edital, proposta com a descrição do
objeto ofertado e o preço, até a data e o horário estabelecidos para abertura da sessão pública.
[[PARAGRAPH: §1]]
§ 1º A etapa de que trata o caput será encerrada com a abertura da sessão pública.
[[PARAGRAPH: §2]]
§ 2º Os licitantes poderão deixar de apresentar os documentos de habilitação que constem do Sicaf e de
sistemas semelhantes mantidos pelos Estados, pelo Distrito Federal ou pelos Municípios, quando a licitação for
realizada por esses entes federativos, assegurado aos demais licitantes o direito de acesso aos dados constantes dos
sistemas.
[[PARAGRAPH: §3]]
§ 3º O envio da proposta, acompanhada dos documentos de habilitação exigidos no edital, nos termos do
disposto no caput, ocorrerá por meio de chave de acesso e senha.
[[PARAGRAPH: §4]]
§ 4º O licitante declarará, em campo próprio do sistema, o cumprimento dos requisitos para a habilitação e a
conformidade de sua proposta com as exigências do edital.
[[PARAGRAPH: §5]]
§ 5º A falsidade da declaração de que trata o § 4º sujeitará o licitante às sanções previstas neste Decreto.
[[PARAGRAPH: §6]]
§ 6º Os licitantes poderão retirar ou substituir a proposta e os documentos de habilitação anteriormente
inseridos no sistema, até a abertura da sessão pública.
[[PARAGRAPH: §7]]
§ 7º Na etapa de apresentação da proposta e dos documentos de habilitação pelo licitante, observado o
disposto no caput, não haverá ordem de classificação das propostas, o que ocorrerá somente após os procedimentos
de que trata o Capítulo IX.
[[PARAGRAPH: §8]]
§ 8º Os documentos que compõem a proposta e a habilitação do licitante melhor classificado somente serão
disponibilizados para avaliação do pregoeiro e para acesso público após o encerramento do envio de lances.
[[PARAGRAPH: §9]]
§ 9º Os documentos complementares à proposta e à habilitação, quando necessários à confirmação daqueles
exigidos no edital e já apresentados, serão encaminhados pelo licitante melhor classificado após o encerramento do
envio de lances, observado o prazo de que trata o § 2º do art. 38."
D10024,TITULO_0,CAPITULO_VIII,artigo_0.txt,D10024/TITULO_0/capitulos/CAPITULO_VIII/artigos/artigo_0.txt,"DA ABERTURA DA SESSÃO PÚBLICA E DO ENVIO DE LANCES
Horário de abertura"
D10024,TITULO_0,CAPITULO_VIII,artigo_27.txt,D10024/TITULO_0/capitulos/CAPITULO_VIII/artigos/artigo_27.txt,"Art. 27. A partir do horário previsto no edital, a sessão pública na internet será aberta pelo pregoeiro com a
utilização de sua chave de acesso e senha.
[[PARAGRAPH: §1]]
§ 1º Os licitantes poderão participar da sessão pública na internet, mediante a utilização de sua chave de
acesso e senha.
[[PARAGRAPH: §2]]
§ 2º O sistema disponibilizará campo próprio para troca de mensagens entre o pregoeiro e os licitantes.
Conformidade das propostas"
